Debug:  F:() L:(0) 	(2022-05-26 19:43:45) 	App begin 
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	The tar is =  "means\":[\"好的\",\"可以的，同意的；能接受的，可行的\",\"（用于确认某人是否明白或同意某事）明白吗？好吗？\"]},{\"word_name\":\"Ok\",\"means\":[\"好的\",\"同意\",\"行，很好\"]}],\"exchanges\":[\"OK\"],\"trade_means\":[{\"word_trade\":\"体育\",\"word_mean\":[\"合法\",\"对\",\"有效\"]}],\"gaokao\":[{\"word\":\"Ok\",\"count\":6,\"kd\":[],\"Sentence\":[{\"sentence\":\"Ok, but I have a meeting that morning.\",\"come\":\"2015年高考英语上海卷 听力 原文\"},{\"sentence\":\"Ok, go in and get them.\",\"come\":\"2015年高考英语北京卷 听力 原文\"},{\"sentence\":\"Ok, I'll take the red one.\",\"come\":\"2015年高考英语北京卷 听力 原文\"},{\"sentence\":\"Ok, single room or double room?\",\"come\":\"2015年高考英语湖北卷 听力 原文\"},{\"sentence\":\"Ok, take care, and see you soon.\",\"come\":\"2016年高考英语全国卷2 听力 原文\"},{\"sentence\":\"So would this afternoon be OK?\",\"come\":\"2019年高考英语全国卷2 听力 原文\"}]}],\"abbreviation\":[{\"mean_en\":\"Oklahoma (US postal abbreviation)\",\"mean_cn\":\"俄克拉何马州(美国邮政的缩写)\"},{\"mean_en\":\"Oll Korrect (origin of OK meaning Okay)\",\"mean_cn\":\"Oll Korrect起源的好意义(好)\"},{\"mean_en\":\"Occupational Knowledge International\",\"mean_cn\":\"职业知识国际\"},{\"mean_en\":\"Ogre Kingdoms (gaming, Warhammer)\",\"mean_cn\":\"食人魔王国(游戏,战锤世界)\"},{\"mean_en\":\"Ohne Korrekten (German: Without Correction)\",\"mean_cn\":\"Ohne Korrekten(德国:没有校正)\"},{\"mean_en\":\"Oklahoma\",\"mean_cn\":\"俄克拉何马\"},{\"mean_en\":\"Ola Kala (Greek: Everything's fine; an origin for the word Okay)\",\"mean_cn\":\"奥拉卡拉(希腊语:一切都好,一字,好)\"},{\"mean_en\":\"Old Kinderhook (a nickname for Martin Van Buren)\",\"mean_cn\":\"老Kinderhook(绰号为马丁\\u0026#8226;范\\u0026#8226;布伦总统)\"},{\"mean_en\":\"On Kerosene (India)\",\"mean_cn\":\"在(印度)煤油\"},{\"mean_en\":\"One Kiss\",\"mean_cn\":\"一个吻\"},{\"mean_en\":\"Order Known (WWI)\",\"mean_cn\":\"(第一次世界大战的顺序已知)\"},{\"mean_en\":\"Organisierte Kriminalitaet (German: organised crime)\",\"mean_cn\":\"德语:Organisierte Kriminalitaet黑社会性质组织犯罪\"},{\"mean_en\":\"Organized Konfusion (rap duo)\",\"mean_cn\":\"组织Konfusion(说唱组合)\"},{\"mean_en\":\"Oscillating Klystron\",\"mean_cn\":\"振荡速弟\"},{\"mean_en\":\"Oskar Kokoschka (painter's signature)\",\"mean_cn\":\"奥斯卡·Kokoschka(画家的签名)\"},{\"mean_en\":\"OutKast (hip-hop/rap duo)\",\"mean_cn\":\"OutKast(嘻哈说唱组合/)\"},{\"mean_en\":\"Over Kill (band)\",\"mean_cn\":\"在杀死(带)\"},{\"mean_en\":\"Czechoslovak\",\"mean_cn\":\"捷克斯洛伐克航空公司(代码)\"},{\"mean_en\":\"Old Kingdom (Egypt)\",\"mean_cn\":\"〈埃及〉旧王国\"},{\"mean_en\":\"Old Kitderhook\",\"mean_cn\":\"老基德胡(马丁·凡·布拉任主席家乡出生地，民主OK俱乐部开始在他们签署文件和交易中使用“OK”)\"},{\"mean_en\":\"Oskar Kokoschka\",\"mean_cn\":\"奥斯卡考考斯卡(1866-1980)\"},{\"mean_en\":\"Otto Klemperer (German conductor)\",\"mean_cn\":\"奥托克勒姆佩雷尔(德国指挥家)\"},{\"mean_en\":\"Our King\",\"mean_cn\":\"我们的国王\"},{\"mean_en\":\"obstructed kidney\",\"mean_cn\":\"肾梗阻\"},{\"mean_en\":\"opossum kidney\",\"mean_cn\":\"负鼠肾\"},{\"mean_en\":\"optical klystron\",\"mean_cn\":\"光速调管\"},{\"mean_en\":\"optokinetic\",\"mean_cn\":\"视动的；眼运动的\"},{\"mean_en\":\"oral keratinocytes\",\"mean_cn\":\"口腔角质形成细胞\"},{\"mean_en\":\"orthokeratology\",\"mean_cn\":\"角膜曲率矫正学；矫正角膜学\"},{\"mean_en\":\"orthorhombic kalsilite\",\"mean_cn\":\"斜方六方钾霞石\"},{\"mean_en\":\"outer keel\",\"mean_cn\":\"外(平板)龙骨\"},{\"mean_en\":\"Okay\",\"mean_cn\":\"好的\"}],\"kaoyan\":[{\"word\":\"ok\",\"count\":3,\"kd\":[],\"Sentence\":[{\"sentence\":\"Maybe there’s no need for an upgrade and that’s OK.\",\"come\":\"出自-2016年考研阅读原文\"},{\"sentence\":\"It’s OK to use characterizations like that.\",\"come\":\"出自-2016年考研阅读原文\"},{\"sentence\":\"Maybe there's no need for an upgrade and that's OK. 　\",\"come\":\"2016年考研真题（英语一）阅读理解 Section Ⅱ\"}]}],\"synonym\":[{\"part_name\":\"\",\"means\":[{\"word_mean\":\"\",\"cis\":[\"surely\"]}]}],\"ee_mean\":[{\"part_name\":\"Adjective\",\"means\":[{\"word_mean\":\"1. being satisfactory or in satisfactory condition;\",\"sentences\":[{\"sentence\":\"\\\"an all-right movie\\\"\"},{\"sentence\":\"\\\"the passengers were shaken up but are all right\\\"\"},{\"sentence\":\"\\\"is everything all right?\\\"\"},{\"sentence\":\"\\\"everything's fine\\\"\"},{\"sentence\":\"\\\"things are okay\\\"\"},{\"sentence\":\"\\\"dinner and the movies had been fine\\\"\"},{\"sentence\":\"\\\"another minute I'd have been fine\\\"\"}]}]}],\"derivation\":[{\"yuyuan_name\":\"mid 19th cent. (originally US): probably an abbreviation of orl korrect, humorous form of all correct, popularized as a slogan during President Van Buren's re-election campaign of 1840 in the US; his nickname Old Kinderhook (derived from his birthplace) provided the initials\"}],\"baesInfo\":{\"word_name\":\"OK\",\"is_CRI\":\"1\",\"symbols\":[{\"ph_en\":\"???ke?\",\"ph_am\":\"o?ke\",\"ph_other\":\"\",\"ph_en_mp3\":\"http://res.iciba.com/resource/amp3/oxford/0/0e/a1/0ea1eeae471e29b9e8243e4c66de3c4c.mp3\",\"ph_am_mp3\":\"http://res.iciba.com/resource/amp3/1/0/e0/aa/e0aa021e21dddbd6d8cecec71e9cf564.mp3\",\"ph_tts_mp3\":\"http://res-tts.iciba.com/e/0/a/e0aa021e21dddbd6d8cecec71e9cf564.mp3\",\"ph_en_mp3_bk\":\"http://res.ksyun.iciba.com/resource/amp3/oxford/0/0e/a1/0ea1eeae471e29b9e8243e4c66de3c4c.mp3\",\"ph_am_mp3_bk\":\"http://res.ksyun.iciba.com/resource/amp3/1/0/e0/aa/e0aa021e21dddbd6d8cecec71e9cf564.mp3\",\"ph_tts_mp3_bk\":\"http://res-tts.ksyun.iciba.com/e/0/a/e0aa021e21dddbd6d8cecec71e9cf564.mp3\",\"parts\":[{\"part\":\"adj.\",\"means\":[\"好的\",\"还不错的\",\"很好的\"]}]}],\"baesElse\":[{\"word_name\":\"ok\",\"is_CRI\":\"1\",\"symbols\":[{\"ph_en\":\"\",\"ph_am\":\"\",\"ph_other\":\"ɑ'ke\",\"ph_en_mp3\":\"http://res.iciba.com/resource/amp3/0/0/44/4b/444bcb3a3fcf8389296c49467f27e1d6.mp3\",\"ph_am_mp3\":\"http://res.iciba.com/resource/amp3/1/0/44/4b/444bcb3a3fcf8389296c49467f27e1d6.mp3\",\"ph_tts_mp3\":\"http://res-tts.iciba.com/4/4/4/444bcb3a3fcf8389296c49467f27e1d6.mp3\",\"parts\":[{\"part\":\"abbr.\",\"means\":[\"好的\",\"可以的，同意的；能接受的，可行的\",\"（用于确认某人是否明白或同意某事）明白吗？好吗？\"]}]}]},{\"word_name\":\"Ok\",\"is_CRI\":\"0\",\"symbols\":[{\"ph_en\":\"??'ke?\",\"ph_am\":\"o?'ke?\",\"ph_other\":\"\",\"ph_en_mp3\":\"http://res.iciba.com/resource/amp3/0/0/44/4b/444bcb3a3fcf8389296c49467f27e1d6.mp3\",\"ph_am_mp3\":\"\",\"ph_tts_mp3\":\"http://res-tts.iciba.com/a/6/0/a60852f204ed8028c1c58808b746d115.mp3\",\"parts\":[{\"part\":\"adj.\\u0026 adv.\\u0026 n.\",\"means\":[\"好的\",\"同意\",\"行，很好\"]}]}]}],\"translate_type\":1},\"new_sentence\":[{\"tag\":\"全部\",\"word\":\"OK\",\"meaning\":\"OK\",\"sentences\":[{\"id\":2303637,\"type\":0,\"cn\":\"好了，我们现在言归正传吧。\",\"en\":\"OK. Now, let's talk some business.\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//a/4/3/a439dd9b8b7fb9d338bb3ab36f9ccf21.mp3\",\"ttsSize\":18,\"likeNum\":0},{\"id\":2306541,\"type\":0,\"cn\":\"医生不会同意他去旅行。\",\"en\":\"His doctor wouldn't OK the trip.\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//1/e/8/1e8630719e8abf5382d9e19198f109c4.mp3\",\"ttsSize\":10,\"likeNum\":0},{\"id\":2314028,\"type\":0,\"cn\":\"我大声喊道“我没事”。\",\"en\":\"I shouted out \\\"I'm OK\\\"\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//4/6/f/46fe687462e5127d8d1fa1b5be253e6f.mp3\",\"ttsSize\":8,\"likeNum\":0},{\"id\":2348422,\"type\":0,\"cn\":\"“好吧，你说什么都行，”他和气地同意了。\",\"en\":\"\\\"OK, whatever you say,\\\" he had agreed peaceably.\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//7/1/2/712eb974fb514d96b2688650cf635e68.mp3\",\"ttsSize\":18,\"likeNum\":0},{\"id\":2358502,\"type\":0,\"cn\":\"我们下周聚一聚，好吗？\",\"en\":\"We'll get together next week, OK?\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//2/3/5/235524baeead7a38228d22bde82ae219.mp3\",\"ttsSize\":12,\"likeNum\":0},{\"id\":2252048,\"type\":0,\"cn\":\"除了几处擦伤外，我安然无恙。\",\"en\":\"Aside from a few scratches, I'm OK.\",\"from\":\"《牛津高阶英汉双解词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//f/a/0/fa01a131bf06e917fb9dceeb886ef829.mp3\",\"ttsSize\":14,\"likeNum\":0},{\"id\":2259506,\"type\":0,\"cn\":\"你看来有点憔悴。你没事吧？\",\"en\":\"You're looking a little peaky. Are you OK?\",\"from\":\"《牛津高阶英汉双解词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//4/5/3/4535cdc092222d900057d1c8ff3d4588.mp3\",\"ttsSize\":15,\"likeNum\":0},{\"id\":2261839,\"type\":0,\"cn\":\"好啦，睡美人，该起床了。\",\"en\":\"OK, Sleeping Beauty, time to get up.\",\"from\":\"《牛津高阶英汉双解词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//7/e/9/7e904d88435c2d820219e7159143924f.mp3\",\"ttsSize\":14,\"likeNum\":0},{\"id\":526693,\"type\":0,\"cn\":\"我们终于获得了委员会的同意.\",\"en\":\"We've got the OK from the council at last.\",\"from\":\"《简明英汉词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//e/b/9/eb9b990fed325c38e838400a5b7c8fc5.mp3\",\"ttsSize\":13,\"likeNum\":0},{\"id\":619840,\"type\":0,\"cn\":\"好吧, 我已经决定买这件夹克衫了. 多少钱?\",\"en\":\"OK, I have decided on buying the jacket. How much is it?\",\"from\":\"《简明英汉词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//c/d/a/cdabae7441161b19613f2db726fea466.mp3\",\"ttsSize\":23,\"likeNum\":0},{\"id\":848900,\"type\":0,\"cn\":\"他说这就可以了, 但我还要同他们再核查一下.\",\"en\":\"He says it's OK, but I'll just crosscheck that with them.\",\"from\":\"《简明英汉词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//d/5/2/d52c1ea12438f2b18d2bcbeac63f13e0.mp3\",\"ttsSize\":18,\"likeNum\":0},{\"id\":930432,\"type\":0,\"cn\":\"我认为我考得不错.\",\"en\":\"I think I did OK in the exam.\",\"from\":\"《简明英汉词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//e/f/7/ef703873797668ceb0dc18fa865a39e8.mp3\",\"ttsSize\":11,\"likeNum\":0},{\"id\":1876156,\"type\":0,\"cn\":\"咱们明天去看电影好 吗 ?\",\"en\":\"We'll go to the cinema tomorrow, OK?\",\"from\":\"《简明英汉词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//8/9/7/8977b165727d79508a1a1fa1f45df15d.mp3\",\"ttsSize\":13,\"likeNum\":0},{\"id\":1088191,\"type\":0,\"cn\":\"这辆车现在行驶状况良好.\",\"en\":\"The car goes OK now.\",\"from\":\"《现代英汉综合大词典》\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//d/3/c/d3c3dec30d35896f3231a22822639c10.mp3\",\"ttsSize\":8,\"likeNum\":0},{\"id\":2313709,\"type\":0,\"cn\":\"“就跟他说肯尼思爵士想跟他谈谈。”——“好的。”\",\"en\":\"\\\"Just tell him Sir Kenneth would like to talk to him.\\\" — \\\"OK.\\\"\",\"from\":\"柯林斯例句\",\"ttsUrl\":\"http://res-tts.iciba.com/tts_new_dj//6/a/4/6a460056c5f0b1115076902b9e102568.mp3\",\"ttsSize\":23,\"likeNum\":0}]}],\"cetFour\":[{\"word\":\"ok\",\"count\":8,\"kd\":[],\"Sentence\":[{\"sentence\":\"How?can they go about this? OK, Nathan, so we are talking about driving.\",\"come\":\"出自-2016年6月听力原文\"},{\"sentence\":\"I'm calling to see whether it would be OK if I gave you her essay.\",\"come\":\"出自-2014年6月听力原文\"},{\"sentence\":\"So there used to be transport problems, now though there are new train links and better roads, but it may be that some smaller towns inland remain not very well connected, is that OK?\",\"come\":\"出自-2012年6月听力原文\"},{\"sentence\":\"When we talk about specific location suggestions for the factory, we'll see this in more detail, so we'll come back to this question, OK\",\"come\":\"出自-2012年6月听力原文\"},{\"sentence\":\"As long as you don't mind continuing to work, assuming your health allows, you should be OK.\",\"come\":\"出自-2010年12月听力原文\"},{\"sentence\":\"OK, Nathan, so we are talking about driving.\",\"come\":\"2016年6月四级真题（第二套）听力 Section B\"},{\"sentence\":\"OK, so that's about 17,000 dollars for the tuition and fees.\",\"come\":\"2019年6月四级真题（第一套）听力 Section B\"},{\"sentence\":\"Wondering if food is still OK to eat after it's dropped on the floor is a pretty common experience.\",\"come\":\"2018年12月四级真题（第三套）阅读 Section B\"}]}]},\"history\":[]},\"fy\":{\"fyHeight\":\"auto\",\"transedWord\":{},\"allLanguateMap\":{},\"searchWord\":\"\",\"loading\":false,\"upbroadparams\":{\"reqid\":\"\",\"version\":\"\",\"ttype\":\"\"}},\"fyPassage\":{\"blockToggle\":\"UploadPanel\",\"passageFile\":[],\"languageParams\":{},\"progressInfo\":{},\"tid\":null,\"fileUrl\":null,\"formalDownloadurl\":\"\",\"imgUrl\":null,\"allOptionsMap\":null},\"rgfy\":{\"billInformation\":{}},\"grammar\":{\"res\":[],\"data\":{},\"contractData\":{},\"defaultText\":\"\",\"cache\":{\"refName\":\"\",\"repairList\":[],\"ignoreList\":[]},\"errorData\":{\"标点符号错误\":[],\"语法错误\":[],\"同义词替换\":[],\"句子推荐\":[],\"句子改写\":[]},\"errorIds\":{\"标点符号错误\":[],\"语法错误\":[],\"同义词替换\":[],\"句子推荐\":[],\"句子改写\":[]},\"repairList\":[],\"copyMap\":{},\"ignoreList\":[],\"refName\":\"\",\"prevInput\":\"\",\"isShowErrorType\":null,\"canContract\":false,\"sentences\":[],\"polish\":[],\"error\":\"\"}}}},\"page\":\"/word\",\"query\":{\"w\":\"OK\"},\"buildId\":\"H6BexVSI1kg23j8Za8vgO\",\"isFallback\":false,\"customServer\":true,\"gip\":true,\"scriptLoader\":[]}</script></body></html>"
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	The split of string is =  "means\":[\"好的\""
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	The result string is =  "好的"
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(330) 	(2022-05-26 19:49:24) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(330) 	(2022-05-26 19:49:24) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(313) 	(2022-05-26 19:49:24) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:24) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:24) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(313) 	(2022-05-26 19:49:24) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:24) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:24) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:24) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-26 19:49:24) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-26 19:49:26) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(62) 	(2022-05-26 19:49:31) 	aaaa: 1
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	The word is =  "Fine"
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-26 19:49:31) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(65) 	(2022-05-26 19:49:31) 	really??? =  
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(70) 	(2022-05-26 19:49:31) 	The edit is =  Fine
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	STAT TO VOICE
Debug:  F:() L:(0) 	(2022-05-26 19:49:31) 	The string is =  "Fine"
