Debug:  F:() L:(0) 	(2022-05-27 18:31:51) 	App begin
Debug:  F:() L:(0) 	(2022-05-27 18:33:32) 	Table name is =  "allWords1"   and =  "have"
Debug:  F:() L:(0) 	(2022-05-27 18:33:35) 	Table name is =  "allWords1"   and =  "have"
Debug:  F:() L:(0) 	(2022-05-27 18:33:36) 	Table name is =  "allWords1"   and =  "have"
Debug:  F:() L:(0) 	(2022-05-27 18:33:37) 	collect table is =  "allWords1"
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(116) 	(2022-05-27 18:33:37) 	show sentence is =  veracity&n. 诚实，精确性，老实，说真实话
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(118) 	(2022-05-27 18:33:37) 	show sentence is =  veracity&n. 诚实，精确性，老实，说真实话
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(118) 	(2022-05-27 18:33:37) 	show sentence is =  headachy&adj. 头痛的；令人头痛的
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(118) 	(2022-05-27 18:33:37) 	show sentence is =  nailhead&n. 钉头；钉头装饰
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(118) 	(2022-05-27 18:33:37) 	show sentence is =  finagle&v. 欺骗；哄骗；欺瞒
Debug:  F:(qrc:/qmls/Page/ShowCollectWord.qml) L:(22) 	(2022-05-27 18:33:37) 	load
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(62) 	(2022-05-27 18:33:52) 	aaaa: 1
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The word is =  "Nice to meet you"
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(65) 	(2022-05-27 18:33:52) 	really??? =  
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(70) 	(2022-05-27 18:33:52) 	The edit is =  Nice to meet you
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	STAT TO VOICE
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The string is =  "Nice%20to%20meet%20you"
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The tar is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The split of string is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	empty1
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:33:52) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:33:52) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:33:52) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:33:52) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:33:52) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:33:52) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:33:52) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:33:54) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Warning:  F:(qrc:/qmls/Page/ShowSentence.qml) L:(107) 	(2022-05-27 18:33:56) 	qrc:/qmls/Page/ShowSentence.qml:107: TypeError: Cannot read property '0' of undefined
Warning:  F:(qrc:/qmls/Page/ShowSentence.qml) L:(114) 	(2022-05-27 18:33:56) 	qrc:/qmls/Page/ShowSentence.qml:114: TypeError: Cannot read property '0' of undefined
Warning:  F:(qrc:/qmls/Page/ShowSentence.qml) L:(121) 	(2022-05-27 18:33:56) 	qrc:/qmls/Page/ShowSentence.qml:121: TypeError: Cannot read property '0' of undefined
Warning:  F:(qrc:/qmls/Page/ShowSentence.qml) L:(128) 	(2022-05-27 18:33:56) 	qrc:/qmls/Page/ShowSentence.qml:128: TypeError: Cannot read property '0' of undefined
Debug:  F:() L:(0) 	(2022-05-27 18:33:56) 	The table name is =  "sentence"
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(62) 	(2022-05-27 18:36:11) 	aaaa: 1
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	The word is =  "Nice to meet you"
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:11) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(65) 	(2022-05-27 18:36:11) 	really??? =  
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(70) 	(2022-05-27 18:36:11) 	The edit is =  Nice to meet you
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	STAT TO VOICE
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	The string is =  "Nice%20to%20meet%20you"
Debug:  F:() L:(0) 	(2022-05-27 18:36:11) 	context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	The context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	The tar is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	The split of string is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	empty1
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:36:12) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:36:12) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:36:12) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:12) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:12) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:36:12) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:12) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:12) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:12) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:36:12) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:36:14) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(62) 	(2022-05-27 18:36:39) 	aaaa: 1
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	The word is =  "Nice to meet you"
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:() L:(0) 	(2022-05-27 18:36:39) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(65) 	(2022-05-27 18:36:39) 	really??? =  
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(70) 	(2022-05-27 18:36:39) 	The edit is =  Nice to meet you
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	STAT TO VOICE
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	The string is =  "Nice%20to%20meet%20you"
Debug:  F:() L:(0) 	(2022-05-27 18:36:39) 	context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	The context is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	The tar is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	The split of string is =  ""
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	empty1
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:36:40) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(332) 	(2022-05-27 18:36:40) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:36:40) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:40) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:40) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(315) 	(2022-05-27 18:36:40) 	The target word  is =  
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	The word is =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:40) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-27 18:36:40) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-27 18:36:40) 	QSqlQuery::value: not positioned on a valid record
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:36:40) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Warning:  F:(qrc:/main.qml) L:(106) 	(2022-05-27 18:36:44) 	qrc:/main.qml:106:33: QML ShowWordPage: StackView has detected conflicting anchors. Transitions may not execute properly.
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(49) 	(2022-05-27 18:36:47) 	The current status is =  [object Object]
Debug:  F:(qrc:/qmls/Page/EnterPage.qml) L:(107) 	(2022-05-27 18:36:47) 	The current index is =  2
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:36:50) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:36:50) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:36:50) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:36:50) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:36:51) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:36:51) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:36:51) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:36:51) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(362) 	(2022-05-27 18:36:53) 	The mdifficult is =  1
Debug:  F:() L:(0) 	(2022-05-27 18:37:00) 	The upgrade information is =  1   and  2   1
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(681) 	(2022-05-27 18:37:04) 	click the start..
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	the num =  2    and name is =  "allWords1"  -1:  0.3  -2:  0.3  -3:  0.2  -4:  0.2
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	the result of n4 =  0
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	the result of n3 =  0
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	the result of n2 =  0
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	the result of n1 =  2
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	The number of word is =  2
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(887) 	(2022-05-27 18:37:04) 	The test number is =  2
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	write the appear is =  0
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	write the appear is =  3
Debug:  F:() L:(0) 	(2022-05-27 18:37:04) 	Last error num is =  2
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(739) 	(2022-05-27 18:37:20) 	current word is =  half
Debug:  F:() L:(0) 	(2022-05-27 18:37:20) 	The accuracy is =  0
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(771) 	(2022-05-27 18:37:20) 	current word is =  half
Debug:  F:() L:(0) 	(2022-05-27 18:37:20) 	The accuracy is =  0
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(739) 	(2022-05-27 18:37:21) 	current word is =  half
Debug:  F:() L:(0) 	(2022-05-27 18:37:21) 	The accuracy is =  1
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(771) 	(2022-05-27 18:37:22) 	current word is =  half
Debug:  F:() L:(0) 	(2022-05-27 18:37:22) 	The accuracy is =  0
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:37:35) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:37:35) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(29) 	(2022-05-27 18:37:35) 	qrc:/qmls/Component/MyComboBox.qml:29:22: QML QQuickText: Binding loop detected for property "leftPadding"
Warning:  F:(qrc:/qmls/Component/MyComboBox.qml) L:(-1) 	(2022-05-27 18:37:35) 	qrc:/qmls/Component/MyComboBox.qml: ReferenceError: control is not defined
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(853) 	(2022-05-27 18:37:37) 	The current index is =  0   and   
Debug:  F:() L:(0) 	(2022-05-27 18:37:37) 	The accuracy is =  0
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(853) 	(2022-05-27 18:37:42) 	The current index is =  1   and   half
Debug:  F:() L:(0) 	(2022-05-27 18:37:42) 	The accuracy is =  1
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(853) 	(2022-05-27 18:37:47) 	The current index is =  2   and   ...
Debug:  F:() L:(0) 	(2022-05-27 18:37:47) 	The accuracy is =  0
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(853) 	(2022-05-27 18:37:52) 	The current index is =  3   and   
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	The accuracy is =  0
Debug:  F:(qrc:/qmls/Page/RemeberPage.qml) L:(843) 	(2022-05-27 18:37:52) 	current time is =  2022-05-27
Debug:  F:() L:(0) 	(2022-05-27 18:37:52) 	get number =  35  and  24
